"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
1.161129508E3,1.935366175E1,-9.905906164E1,2.238583263E3,2.231033936E3,1.409999967E0,1.820000076E1,1.997263118E0,3.790092468E0,2.500000000E0,4.200000000E1
1.162129947E3,1.935367474E1,-9.905905587E1,2.239230928E3,2.231681641E3,1.710000038E0,2.489999962E1,1.998610202E0,3.790092468E0,2.500000000E0,4.300000000E1
1.163129305E3,1.935368665E1,-9.905905352E1,2.239319520E3,2.231770264E3,1.440000057E0,1.430000019E1,1.999878172E0,3.790092468E0,2.500000000E0,4.200000000E1
1.164129940E3,1.935369772E1,-9.905905062E1,2.239581941E3,2.232032715E3,1.419999957E0,1.650000000E1,2.001212909E0,3.790092468E0,2.500000000E0,4.100000000E1
1.165129983E3,1.935370948E1,-9.905904807E1,2.239603394E3,2.232054199E3,1.389999986E0,1.150000000E1,2.002562448E0,3.790092468E0,2.500000000E0,4.100000000E1
1.166129296E3,1.935372124E1,-9.905904489E1,2.239307463E3,2.231758301E3,1.470000029E0,1.739999962E1,2.003684192E0,3.790092468E0,2.500000000E0,4.100000000E1
1.167129271E3,1.935373103E1,-9.905904231E1,2.239303041E3,2.231753906E3,1.169999957E0,1.789999962E1,2.004708912E0,3.790092468E0,2.500000000E0,4.100000000E1
1.168129679E3,1.935373850E1,-9.905903659E1,2.239741490E3,2.232192383E3,9.100000262E-1,4.009999847E1,2.005091968E0,3.790092468E0,2.500000000E0,4.000000000E1
1.169129833E3,1.935373823E1,-9.905903295E1,2.239716581E3,2.232167480E3,1.599999964E-1,7.330000305E1,2.005486588E0,3.790092468E0,2.500000000E0,4.000000000E1
1.170129316E3,1.935373514E1,-9.905903110E1,2.239709992E3,2.232160889E3,0.000000000E0,NaN,2.007199789E0,3.790092468E0,2.500000000E0,4.000000000E1
1.171129443E3,1.935372963E1,-9.905901585E1,2.240076674E3,2.232527588E3,1.789999962E0,1.025999985E2,2.008443240E0,3.790092468E0,2.500000000E0,4.100000000E1
1.172129294E3,1.935373197E1,-9.905900426E1,2.239881089E3,2.232332031E3,1.309999943E0,8.100000000E1,2.009890828E0,3.790092468E0,2.500000000E0,4.200000000E1
1.173129619E3,1.935374495E1,-9.905900320E1,2.239938187E3,2.232389160E3,1.100000024E0,1.770000076E1,2.011566529E0,3.790092468E0,2.500000000E0,4.200000000E1
1.174129053E3,1.935375963E1,-9.905900681E1,2.240007497E3,2.232458496E3,1.049999952E0,6.800000191E0,2.013773415E0,3.790092468E0,2.500000000E0,4.200000000E1
1.175129948E3,1.935377643E1,-9.905901801E1,2.239815343E3,2.232266357E3,1.679999948E0,3.297000122E2,2.015831211E0,3.790092468E0,2.500000000E0,4.100000000E1
1.176129734E3,1.935378746E1,-9.905903376E1,2.239284831E3,2.231735840E3,1.320000052E0,3.102999878E2,2.017659862E0,3.790092468E0,2.500000000E0,4.100000000E1
1.177129371E3,1.935379981E1,-9.905904527E1,2.239314123E3,2.231765137E3,1.409999967E0,3.252999878E2,2.019322329E0,3.790092468E0,2.500000000E0,4.100000000E1
1.178129704E3,1.935381308E1,-9.905905257E1,2.239443503E3,2.231894531E3,1.370000005E0,3.336000061E2,2.021071195E0,3.790092468E0,2.500000000E0,4.100000000E1
1.179129910E3,1.935382832E1,-9.905905669E1,2.239533320E3,2.231984375E3,1.440000057E0,3.477999878E2,2.022777486E0,3.790092468E0,2.500000000E0,4.100000000E1
1.180129737E3,1.935384365E1,-9.905905597E1,2.239233724E3,2.231684814E3,1.429999948E0,1.899999976E0,2.024613477E0,3.790092468E0,2.500000000E0,4.100000000E1
1.181129641E3,1.935385993E1,-9.905905305E1,2.239419717E3,2.231870850E3,1.419999957E0,7.599999905E0,2.026034554E0,3.790092468E0,2.500000000E0,4.000000000E1
1.182130061E3,1.935387271E1,-9.905905301E1,2.239300792E3,2.231751953E3,1.289999962E0,5.000000000E-1,2.027535029E0,3.790092468E0,2.500000000E0,4.000000000E1
1.183130002E3,1.935388603E1,-9.905905072E1,2.239515845E3,2.231967041E3,1.350000024E0,1.219999981E1,2.029080992E0,3.790092468E0,2.500000000E0,4.100000000E1
1.184129515E3,1.935389944E1,-9.905904683E1,2.239906433E3,2.232357666E3,1.399999976E0,1.519999981E1,2.030592933E0,3.790092468E0,2.500000000E0,4.100000000E1
1.185129507E3,1.935391299E1,-9.905904563E1,2.239945463E3,2.232396729E3,1.269999981E0,8.500000000E0,2.032093808E0,3.790092468E0,2.500000000E0,4.100000000E1
1.186129527E3,1.935392628E1,-9.905904313E1,2.239969354E3,2.232420654E3,1.379999995E0,1.080000019E1,2.033620011E0,3.790092468E0,2.500000000E0,4.000000000E1
1.187129497E3,1.935393990E1,-9.905904493E1,2.239910001E3,2.232361328E3,1.370000005E0,3.572000122E2,2.035702172E0,3.790092468E0,2.500000000E0,4.000000000E1
1.188129471E3,1.935395144E1,-9.905906056E1,2.240102144E3,2.232553467E3,2.059999943E0,3.078999939E2,2.037193342E0,3.790092468E0,2.500000000E0,4.100000000E1
1.189129182E3,1.935395770E1,-9.905907313E1,2.240521100E3,2.232972412E3,1.360000014E0,3.076000061E2,2.038763548E0,3.790092468E0,2.500000000E0,4.100000000E1
1.190129725E3,1.935397111E1,-9.905907782E1,2.242034507E3,2.234485840E3,1.960000038E0,3.537999878E2,2.040528886E0,3.790092468E0,2.500000000E0,4.100000000E1
1.191129179E3,1.935398673E1,-9.905907481E1,2.242507123E3,2.234958496E3,1.389999986E0,3.572000122E2,2.042117385E0,3.790092468E0,2.500000000E0,4.100000000E1
1.192129681E3,1.935400100E1,-9.905907410E1,2.243102792E3,2.235554199E3,1.399999976E0,3.501000061E2,2.043824605E0,3.790092468E0,2.500000000E0,4.100000000E1
1.193129614E3,1.935401615E1,-9.905907146E1,2.243222626E3,2.235674072E3,1.649999976E0,7.000000000E0,2.045428485E0,3.790092468E0,2.500000000E0,4.100000000E1
1.194129814E3,1.935402959E1,-9.905906591E1,2.242823171E3,2.235274658E3,1.330000043E0,3.400000095E0,2.047211162E0,3.790092468E0,2.500000000E0,4.100000000E1
1.195129851E3,1.935404335E1,-9.905905719E1,2.242749881E3,2.235201416E3,1.529999971E0,1.939999962E1,2.048710425E0,3.790092468E0,2.500000000E0,4.300000000E1
1.196129728E3,1.935405287E1,-9.905904707E1,2.242801842E3,2.235253418E3,9.700000286E-1,2.670000076E1,2.050286996E0,3.790092468E0,2.500000000E0,4.300000000E1
1.197129692E3,1.935406437E1,-9.905903828E1,2.242718058E3,2.235169678E3,1.320000052E0,1.850000000E1,2.051908983E0,3.790092468E0,2.500000000E0,4.300000000E1
1.198129890E3,1.935407692E1,-9.905903040E1,2.242831784E3,2.235283447E3,1.350000024E0,2.010000038E1,2.053890707E0,3.790092468E0,2.500000000E0,4.300000000E1
1.199129326E3,1.935409268E1,-9.905902158E1,2.242978704E3,2.235430420E3,1.679999948E0,1.979999924E1,2.055981694E0,3.790092468E0,2.500000000E0,4.300000000E1
1.200129496E3,1.935410917E1,-9.905901200E1,2.243186656E3,2.235638428E3,1.679999948E0,1.650000000E1,2.057627003E0,3.790092468E0,2.500000000E0,4.200000000E1
1.201129556E3,1.935412291E1,-9.905900618E1,2.243097991E3,2.235549805E3,1.539999962E0,1.729999924E1,2.059214422E0,3.790092468E0,2.500000000E0,4.100000000E1
1.202129920E3,1.935413606E1,-9.905900029E1,2.243010059E3,2.235461914E3,1.570000052E0,1.829999924E1,2.060652476E0,3.790092468E0,2.500000000E0,4.200000000E1
1.203129549E3,1.935414786E1,-9.905899468E1,2.242352307E3,2.234804199E3,1.370000005E0,1.750000000E1,2.062196885E0,3.790092468E0,2.500000000E0,4.200000000E1
1.204129686E3,1.935415847E1,-9.905898518E1,2.242105683E3,2.234557617E3,1.539999962E0,2.920000076E1,2.063771889E0,3.790092468E0,2.500000000E0,4.200000000E1
1.205129194E3,1.935416821E1,-9.905897428E1,2.242907885E3,2.235359863E3,1.490000010E0,3.110000038E1,2.065250367E0,3.790092468E0,2.500000000E0,4.200000000E1
1.206129713E3,1.935417820E1,-9.905896498E1,2.243225472E3,2.235677490E3,1.500000000E0,2.600000000E1,2.066764962E0,3.790092468E0,2.500000000E0,4.200000000E1
1.207129271E3,1.935418907E1,-9.905895628E1,2.242876309E3,2.235328369E3,1.559999943E0,3.479999924E1,2.068540640E0,3.790092468E0,2.500000000E0,4.200000000E1
1.208129557E3,1.935420503E1,-9.905895685E1,2.242320122E3,2.234772217E3,1.830000043E0,1.399999976E0,2.070174235E0,3.790092468E0,2.500000000E0,4.100000000E1
1.209129689E3,1.935421971E1,-9.905895624E1,2.241564229E3,2.234016357E3,1.639999986E0,1.180000019E1,2.071603493E0,3.790092468E0,2.612745523E0,4.100000000E1
1.210129549E3,1.935423200E1,-9.905895225E1,2.241039535E3,2.233491699E3,1.529999971E0,2.239999962E1,2.073196911E0,3.790092468E0,2.500000000E0,4.100000000E1
1.211129180E3,1.935424591E1,-9.905894860E1,2.240732124E3,2.233184326E3,1.710000038E0,1.530000019E1,2.074356464E0,3.790092468E0,2.500763655E0,4.100000000E1
1.212129245E3,1.935425588E1,-9.905894536E1,2.240964517E3,2.233416748E3,1.399999976E0,1.839999962E1,2.075288661E0,3.790092468E0,2.553356647E0,4.100000000E1
1.213129554E3,1.935425853E1,-9.905893693E1,2.240624895E3,2.233077148E3,1.179999948E0,5.359999847E1,2.076774178E0,3.790092468E0,2.643433332E0,4.100000000E1
1.214130085E3,1.935427055E1,-9.905893075E1,2.240359963E3,2.232812256E3,1.779999971E0,2.150000000E1,2.077873148E0,3.790092468E0,2.674732208E0,4.100000000E1
1.215129166E3,1.935428015E1,-9.905892826E1,2.239923901E3,2.232376221E3,1.360000014E0,1.670000076E1,2.079140976E0,3.790092468E0,2.500000000E0,4.100000000E1
1.216129478E3,1.935428566E1,-9.905893884E1,2.239833334E3,2.232285645E3,1.090000033E0,5.199999809E0,2.080594723E0,3.910623312E0,2.500000000E0,4.100000000E1
1.217129516E3,1.935429829E1,-9.905893526E1,2.240019578E3,2.232471924E3,1.340000033E0,1.700000000E1,2.082718940E0,3.933241606E0,2.500000000E0,4.100000000E1
1.218129308E3,1.935431726E1,-9.905893287E1,2.240062988E3,2.232515381E3,1.909999967E0,1.269999981E1,2.083588506E0,3.790092468E0,2.500000000E0,4.100000000E1
1.219129700E3,1.935432280E1,-9.905892702E1,2.240186011E3,2.232638428E3,1.299999952E0,2.589999962E1,2.084573066E0,3.790092468E0,2.500000000E0,4.000000000E1
1.220129337E3,1.935432900E1,-9.905892032E1,2.239742380E3,2.232194824E3,1.000000000E0,2.679999924E1,2.085536665E0,3.790092468E0,2.500000000E0,3.900000000E1
1.221129915E3,1.935433753E1,-9.905891870E1,2.239314135E3,2.231766602E3,7.699999809E-1,1.800000000E1,2.086471591E0,3.790092468E0,2.500000000E0,3.800000000E1
1.222129973E3,1.935434465E1,-9.905891396E1,2.239453758E3,2.231906250E3,8.799999952E-1,3.290000153E1,2.087799241E0,3.790092468E0,2.500000000E0,3.900000000E1
1.223129538E3,1.935435380E1,-9.905890583E1,2.239382188E3,2.231834717E3,1.259999990E0,4.340000153E1,2.088785878E0,3.790092468E0,2.500000000E0,4.100000000E1
1.224129940E3,1.935436179E1,-9.905890174E1,2.239155844E3,2.231608398E3,8.899999857E-1,2.589999962E1,2.090076934E0,3.790092468E0,2.500000000E0,4.100000000E1
1.225129193E3,1.935437336E1,-9.905890071E1,2.239523980E3,2.231976562E3,1.159999967E0,1.380000019E1,2.091545436E0,3.790092468E0,2.500000000E0,4.100000000E1
1.226130023E3,1.935438648E1,-9.905889911E1,2.239226829E3,2.231679443E3,1.350000024E0,1.400000000E1,2.092897291E0,3.790092468E0,2.500000000E0,4.100000000E1
1.227129550E3,1.935439853E1,-9.905889740E1,2.239492911E3,2.231945557E3,1.360000014E0,1.219999981E1,2.094091249E0,3.790092468E0,2.500000000E0,4.200000000E1
1.228129893E3,1.935440912E1,-9.905889552E1,2.239386195E3,2.231838867E3,1.330000043E0,1.100000000E1,2.095419627E0,3.790092468E0,2.500000000E0,4.200000000E1
1.229129914E3,1.935442098E1,-9.905889400E1,2.239447200E3,2.231899902E3,1.409999967E0,1.219999981E1,2.096883381E0,3.790092468E0,2.500000000E0,4.200000000E1
1.230129544E3,1.935443411E1,-9.905889300E1,2.239088770E3,2.231541504E3,1.370000005E0,5.699999809E0,2.098388782E0,3.790092468E0,2.500000000E0,4.300000000E1
1.231129159E3,1.935444761E1,-9.905889192E1,2.239324334E3,2.231777100E3,1.429999948E0,1.019999981E1,2.099697397E0,3.790092468E0,2.500000000E0,4.300000000E1
1.232129857E3,1.935445911E1,-9.905888927E1,2.239661705E3,2.232114502E3,1.299999952E0,1.779999924E1,2.100707273E0,3.790092468E0,2.500000000E0,4.300000000E1
1.233129718E3,1.935446812E1,-9.905888806E1,2.239803772E3,2.232256592E3,9.700000286E-1,1.210000038E1,2.101370434E0,3.790092468E0,2.500000000E0,4.300000000E1
1.234129399E3,1.935447408E1,-9.905888829E1,2.239750049E3,2.232202881E3,7.099999785E-1,9.600000381E0,2.102289875E0,3.790092468E0,2.500000000E0,4.300000000E1
1.235129984E3,1.935448232E1,-9.905888756E1,2.239996611E3,2.232449463E3,1.019999981E0,1.239999962E1,2.103536493E0,3.790092468E0,2.500000000E0,4.300000000E1
1.236129386E3,1.935449313E1,-9.905888441E1,2.239857664E3,2.232310547E3,1.289999962E0,1.870000076E1,2.104845235E0,3.790092468E0,2.500000000E0,4.100000000E1
1.237129881E3,1.935450479E1,-9.905888271E1,2.240078826E3,2.232531738E3,1.340000033E0,6.699999809E0,2.106246091E0,3.790092468E0,2.500000000E0,4.100000000E1
1.238129383E3,1.935451716E1,-9.905888018E1,2.239811216E3,2.232264160E3,1.379999995E0,1.189999962E1,2.107596501E0,3.790092468E0,2.500000000E0,4.100000000E1
1.239129694E3,1.935452906E1,-9.905887761E1,2.239931789E3,2.232384766E3,1.309999943E0,8.600000381E0,2.109168254E0,3.790092468E0,2.500000000E0,4.100000000E1
1.240129687E3,1.935454245E1,-9.905887281E1,2.240128283E3,2.232581299E3,1.470000029E0,1.779999924E1,2.110737148E0,3.790092468E0,2.500000000E0,4.100000000E1
1.241129291E3,1.935455564E1,-9.905886750E1,2.239971505E3,2.232424561E3,1.429999948E0,1.539999962E1,2.112181896E0,3.790092468E0,2.500000000E0,4.100000000E1
1.242129965E3,1.935456853E1,-9.905886577E1,2.240082801E3,2.232535889E3,1.460000038E0,4.599999905E0,2.113588913E0,3.790092468E0,2.500000000E0,4.100000000E1
1.243130014E3,1.935458106E1,-9.905886390E1,2.240098882E3,2.232552002E3,1.320000052E0,1.200000000E1,2.115023254E0,3.790092468E0,2.500000000E0,4.000000000E1
1.244129516E3,1.935459347E1,-9.905886017E1,2.240141816E3,2.232594971E3,1.360000014E0,1.419999981E1,2.116421682E0,3.790092468E0,2.500000000E0,4.000000000E1
1.245129725E3,1.935460539E1,-9.905885592E1,2.240123958E3,2.232577148E3,1.309999943E0,1.500000000E1,2.117692862E0,3.790092468E0,2.500000000E0,4.100000000E1
1.246129498E3,1.935461597E1,-9.905885133E1,2.240311670E3,2.232764893E3,1.279999971E0,1.910000038E1,2.119171280E0,3.790092468E0,2.500000000E0,4.100000000E1
1.247129228E3,1.935462804E1,-9.905884542E1,2.240898301E3,2.233351562E3,1.450000048E0,1.870000076E1,2.120688131E0,3.790092468E0,2.500000000E0,4.200000000E1
1.248129125E3,1.935464101E1,-9.905884094E1,2.241471261E3,2.233924561E3,1.409999967E0,1.210000038E1,2.121847130E0,3.790092468E0,2.500000000E0,4.200000000E1
1.249129502E3,1.935465070E1,-9.905883687E1,2.241767618E3,2.234220947E3,1.120000005E0,1.700000000E1,2.123335918E0,3.790092468E0,2.500000000E0,4.200000000E1
1.250129854E3,1.935466408E1,-9.905883739E1,2.243208996E3,2.235662354E3,1.480000019E0,3.540000000E2,2.124828918E0,3.790092468E0,2.500000000E0,4.200000000E1
1.251129556E3,1.935467748E1,-9.905883829E1,2.243928450E3,2.236381836E3,1.450000048E0,3.561000061E2,2.126050647E0,3.790092468E0,2.500000000E0,4.200000000E1
1.252129696E3,1.935468844E1,-9.905883747E1,2.244039508E3,2.236492920E3,1.110000014E0,1.119999981E1,2.127330275E0,3.790092468E0,2.500000000E0,4.200000000E1
1.253129704E3,1.935469991E1,-9.905883648E1,2.243897146E3,2.236350586E3,1.210000038E0,1.069999981E1,2.128713001E0,3.790092468E0,2.500000000E0,4.200000000E1
1.254129242E3,1.935471229E1,-9.905883524E1,2.243698630E3,2.236152100E3,1.240000010E0,4.300000191E0,2.129935897E0,3.790092468E0,2.500000000E0,4.100000000E1
1.255129705E3,1.935472306E1,-9.905883288E1,2.243639519E3,2.236093018E3,1.159999967E0,2.029999924E1,2.131181343E0,3.790092468E0,2.500000000E0,4.100000000E1
1.256129488E3,1.935473350E1,-9.905882858E1,2.243385825E3,2.235839355E3,1.149999976E0,2.329999924E1,2.132216601E0,3.790092468E0,2.500000000E0,4.100000000E1
1.257129454E3,1.935474196E1,-9.905882446E1,2.243257624E3,2.235711182E3,1.039999962E0,3.050000000E1,2.133267539E0,3.790092468E0,2.500000000E0,4.100000000E1
1.258130115E3,1.935475140E1,-9.905882397E1,2.242970248E3,2.235423828E3,9.800000191E-1,3.587999878E2,2.134584983E0,3.790092468E0,2.500000000E0,4.100000000E1
1.259129655E3,1.935476320E1,-9.905882284E1,2.242908452E3,2.235362061E3,1.429999948E0,2.900000095E0,2.136099683E0,3.790092468E0,2.500000000E0,4.100000000E1
1.260129208E3,1.935477625E1,-9.905881870E1,2.242493132E3,2.234946777E3,1.549999952E0,1.729999924E1,2.137281255E0,3.790092468E0,2.500000000E0,4.100000000E1
1.261129326E3,1.935478663E1,-9.905881629E1,2.242680115E3,2.235133789E3,1.179999948E0,1.060000038E1,2.138354356E0,3.790092468E0,2.500000000E0,4.100000000E1
1.262129525E3,1.935479627E1,-9.905881581E1,2.242760903E3,2.235214600E3,1.240000010E0,3.572000122E2,2.139565858E0,3.790092468E0,2.500000000E0,4.100000000E1
1.263130131E3,1.935480716E1,-9.905881617E1,2.242974259E3,2.235427979E3,1.309999943E0,0.000000000E0,2.140878714E0,3.790092468E0,2.500000000E0,4.100000000E1
1.264129916E3,1.935481852E1,-9.905881276E1,2.242805769E3,2.235259521E3,1.289999962E0,1.310000038E1,2.142356409E0,3.790092468E0,2.500000000E0,4.100000000E1
1.265129960E3,1.935483139E1,-9.905880925E1,2.242635568E3,2.235089355E3,1.330000043E0,1.389999962E1,2.143934573E0,3.790092468E0,2.500000000E0,4.100000000E1
1.266130135E3,1.935484541E1,-9.905880691E1,2.242601352E3,2.235055176E3,1.399999976E0,1.439999962E1,2.145521510E0,3.790092468E0,2.500000000E0,4.100000000E1
1.267129339E3,1.935485955E1,-9.905880486E1,2.242631590E3,2.235085449E3,1.340000033E0,1.160000038E1,2.147004560E0,3.790092468E0,2.500000000E0,4.100000000E1
1.268129534E3,1.935487283E1,-9.905880355E1,2.242764126E3,2.235218018E3,1.340000033E0,1.060000038E1,2.148662121E0,3.790092468E0,2.500000000E0,4.000000000E1
1.269129256E3,1.935488742E1,-9.905880031E1,2.242230884E3,2.234684814E3,1.490000010E0,1.550000000E1,2.150164885E0,3.790092468E0,2.500000000E0,4.000000000E1
1.270130052E3,1.935490017E1,-9.905879556E1,2.242215465E3,2.234669434E3,1.370000005E0,1.939999962E1,2.151355268E0,3.790092468E0,2.500000000E0,4.000000000E1
1.271129695E3,1.935491046E1,-9.905879243E1,2.242240338E3,2.234694336E3,1.129999995E0,1.439999962E1,2.152743372E0,3.790092468E0,2.500000000E0,4.000000000E1
1.272129514E3,1.935492281E1,-9.905879050E1,2.242040111E3,2.234494141E3,1.509999990E0,9.600000381E0,2.154096164E0,3.790092468E0,2.500000000E0,4.100000000E1
1.273130055E3,1.935493496E1,-9.905878984E1,2.241958296E3,2.234412354E3,1.269999981E0,1.210000038E1,2.155310688E0,3.790092468E0,2.500000000E0,4.100000000E1
1.274129368E3,1.935494580E1,-9.905878842E1,2.241233659E3,2.233687744E3,1.190000057E0,1.889999962E1,2.156485182E0,3.790092468E0,2.500000000E0,4.000000000E1
1.275130092E3,1.935495606E1,-9.905878576E1,2.241116199E3,2.233570312E3,1.210000038E0,1.839999962E1,2.157820436E0,3.790092468E0,2.500000000E0,4.000000000E1
1.276129324E3,1.935496798E1,-9.905878422E1,2.241643513E3,2.234097656E3,1.450000048E0,1.469999981E1,2.159038258E0,3.790092468E0,2.500000000E0,4.100000000E1
1.277129621E3,1.935497877E1,-9.905878223E1,2.241301200E3,2.233755371E3,1.279999971E0,2.179999924E1,2.160048778E0,3.790092468E0,2.500000000E0,4.100000000E1
1.278130072E3,1.935498678E1,-9.905877768E1,2.240505031E3,2.232959229E3,1.169999957E0,3.229999924E1,2.161071455E0,3.790092468E0,2.500000000E0,4.100000000E1
1.279129709E3,1.935499375E1,-9.905877132E1,2.240481077E3,2.232935303E3,1.179999948E0,4.000000000E1,2.162065227E0,3.790092468E0,2.500000000E0,4.000000000E1
1.280130009E3,1.935500026E1,-9.905876483E1,2.240716645E3,2.233170898E3,1.049999952E0,3.670000076E1,2.162662294E0,3.790092468E0,2.500000000E0,4.000000000E1
1.281129216E3,1.935500310E1,-9.905876000E1,2.240745682E3,2.233199951E3,5.699999928E-1,3.859999847E1,2.163450041E0,3.790092468E0,2.500000000E0,4.000000000E1
1.282129696E3,1.935500854E1,-9.905875519E1,2.240641900E3,2.233096191E3,8.500000238E-1,2.800000000E1,2.164451124E0,3.790092468E0,2.500000000E0,4.000000000E1
1.283130092E3,1.935501585E1,-9.905874962E1,2.240621121E3,2.233075439E3,1.000000000E0,2.660000038E1,2.165859119E0,3.790092468E0,2.500000000E0,3.900000000E1
1.284129686E3,1.935502610E1,-9.905874174E1,2.240905995E3,2.233360352E3,1.370000005E0,2.889999962E1,2.167240489E0,3.790092468E0,2.500000000E0,3.900000000E1
1.285129812E3,1.935503642E1,-9.905873441E1,2.240689649E3,2.233144043E3,1.360000014E0,3.060000038E1,2.168510863E0,3.790092468E0,2.500000000E0,4.000000000E1
1.286129733E3,1.935504676E1,-9.905872926E1,2.240966471E3,2.233420898E3,1.269999981E0,2.039999962E1,2.169765058E0,3.790092468E0,2.500000000E0,4.000000000E1
1.287129290E3,1.935505770E1,-9.905872635E1,2.240826060E3,2.233280518E3,1.320000052E0,1.400000000E1,2.171043825E0,3.790092468E0,2.500000000E0,4.000000000E1
1.288129846E3,1.935506887E1,-9.905872345E1,2.241068949E3,2.233523438E3,1.370000005E0,1.089999962E1,2.172632389E0,3.790092468E0,2.500000000E0,4.000000000E1
1.289129852E3,1.935508289E1,-9.905872054E1,2.241388492E3,2.233843018E3,1.669999957E0,6.699999809E0,2.174112972E0,3.790092468E0,2.500000000E0,4.000000000E1
1.290129375E3,1.935509588E1,-9.905871744E1,2.241725859E3,2.234180420E3,1.460000038E0,1.130000019E1,2.175616221E0,3.790092468E0,2.500000000E0,3.900000000E1
1.291129835E3,1.935510780E1,-9.905871068E1,2.241323719E3,2.233778320E3,1.509999990E0,2.839999962E1,2.177340501E0,3.790092468E0,2.500000000E0,3.900000000E1
1.292129220E3,1.935512285E1,-9.905870672E1,2.240916695E3,2.233371338E3,1.690000057E0,1.239999962E1,2.178959670E0,3.790092468E0,2.500000000E0,4.100000000E1
1.293129731E3,1.935513655E1,-9.905870149E1,2.241154447E3,2.233609131E3,1.649999976E0,1.760000038E1,2.180686857E0,3.790092468E0,2.500000000E0,4.100000000E1
1.294129396E3,1.935515191E1,-9.905870394E1,2.241739379E3,2.234194092E3,1.789999962E0,3.583999939E2,2.182255356E0,3.790092468E0,2.500000000E0,4.100000000E1
1.295129909E3,1.935516588E1,-9.905870601E1,2.241940523E3,2.234395264E3,1.529999971E0,2.799999952E0,2.183482980E0,3.790092468E0,2.500000000E0,4.100000000E1
1.296129242E3,1.935517664E1,-9.905870863E1,2.242228835E3,2.234683594E3,1.440000057E0,7.900000095E0,2.184619854E0,3.790092468E0,2.500000000E0,4.000000000E1
1.297129711E3,1.935518685E1,-9.905870920E1,2.242244926E3,2.234699707E3,1.350000024E0,1.469999981E1,2.185902399E0,3.790092468E0,2.500000000E0,4.000000000E1
1.298129505E3,1.935519838E1,-9.905870887E1,2.241872341E3,2.234327148E3,1.309999943E0,9.100000381E0,2.187304831E0,3.790092468E0,2.500000000E0,4.100000000E1
1.299129410E3,1.935521092E1,-9.905870744E1,2.241986812E3,2.234441650E3,1.350000024E0,9.199999809E0,2.188837415E0,3.790092468E0,2.500000000E0,4.100000000E1
1.300129173E3,1.935522434E1,-9.905870411E1,2.242318074E3,2.234772949E3,1.470000029E0,1.629999924E1,2.190221379E0,3.790092468E0,2.500000000E0,4.100000000E1
1.301129606E3,1.935523610E1,-9.905869979E1,2.241972581E3,2.234427490E3,1.289999962E0,1.610000038E1,2.191585242E0,3.790092468E0,2.500000000E0,4.300000000E1
1.302129863E3,1.935524825E1,-9.905869801E1,2.241590226E3,2.234045166E3,1.230000019E0,1.080000019E1,2.193037940E0,3.790092468E0,2.500000000E0,4.300000000E1
1.303129545E3,1.935526111E1,-9.905869557E1,2.241531110E3,2.233986084E3,1.350000024E0,1.200000000E1,2.194487696E0,3.790092468E0,2.500000000E0,4.300000000E1
1.304129323E3,1.935527382E1,-9.905869249E1,2.241114572E3,2.233569580E3,1.340000033E0,1.480000019E1,2.196010664E0,3.790092468E0,2.593086720E0,4.300000000E1
1.305129296E3,1.935528711E1,-9.905868898E1,2.240859896E3,2.233314941E3,1.360000014E0,1.670000076E1,2.197474990E0,3.790092468E0,2.791874409E0,4.300000000E1
1.306129547E3,1.935529954E1,-9.905868437E1,2.240570553E3,2.233025635E3,1.340000033E0,1.539999962E1,2.198976821E0,3.790092468E0,2.658846378E0,4.300000000E1
1.307129535E3,1.935531233E1,-9.905867977E1,2.240736531E3,2.233191650E3,1.370000005E0,1.319999981E1,2.200457720E0,3.790092468E0,2.500000000E0,4.400000000E1
1.308129458E3,1.935532495E1,-9.905867526E1,2.240697431E3,2.233152588E3,1.360000014E0,1.750000000E1,2.202030790E0,3.790092468E0,2.500000000E0,4.400000000E1
1.309129666E3,1.935533901E1,-9.905867360E1,2.240700082E3,2.233155273E3,1.399999976E0,6.500000000E0,2.203439780E0,3.790092468E0,2.500000000E0,4.400000000E1
1.310129999E3,1.935535162E1,-9.905867228E1,2.240402199E3,2.232857422E3,1.350000024E0,8.800000191E0,2.204857219E0,3.790092468E0,2.500000000E0,4.400000000E1
1.311129220E3,1.935536385E1,-9.905866847E1,2.240277653E3,2.232732910E3,1.429999948E0,2.110000038E1,2.206349100E0,3.790092468E0,2.514729977E0,4.400000000E1
1.312129341E3,1.935537688E1,-9.905866508E1,2.240709258E3,2.233164551E3,1.220000029E0,1.589999962E1,2.207929013E0,3.790092468E0,2.500000000E0,4.400000000E1
1.313129870E3,1.935539086E1,-9.905866239E1,2.241238030E3,2.233693359E3,1.379999995E0,1.080000019E1,2.209582818E0,3.790092468E0,2.500000000E0,4.400000000E1
1.314129221E3,1.935540534E1,-9.905865879E1,2.241059767E3,2.233515137E3,1.519999981E0,1.910000038E1,2.210966807E0,3.790092468E0,2.500000000E0,4.400000000E1
1.315129447E3,1.935541704E1,-9.905865429E1,2.240844644E3,2.233300049E3,1.399999976E0,1.679999924E1,2.212356965E0,3.790092468E0,2.500000000E0,4.400000000E1
1.316129701E3,1.935542947E1,-9.905865287E1,2.240682749E3,2.233138184E3,1.419999957E0,9.800000191E0,2.213787776E0,3.790092468E0,2.500000000E0,4.400000000E1
